movieId,title,genres,avg_rating
118,Twister (1996),Action|Adventure|Thriller,3.2150170648464163
119,Maya Lin: A Strong Clear Vision (1994),Documentary,4.5
120,Striptease (1996),Comedy|Crime,2.2388059701492535
121,Independence Day (ID4) (1996),Action|Sci-Fi|War,3.438228438228438
122,"Cable Guy, The (1996)",Comedy,2.339622641509434
123,"Frighteners, The (1996)",Comedy|Horror,3.234782608695652
124,Lone Star (1996),Drama|Mystery,4.053475935828877
125,Phenomenon (1996),Drama|Romance,3.557377049180328
126,"Spitfire Grill, The (1996)",Drama,3.804123711340206
127,"Godfather, The (1972)",Action|Crime|Drama,4.283292978208232
128,Supercop (1992),Action|Thriller,3.5384615384615383
129,Bound (1996),Crime|Drama|Romance|Thriller,3.8217054263565893
130,Kansas City (1996),Crime,2.260869565217391
131,Breakfast at Tiffany's (1961),Drama|Romance,3.7263157894736842
132,"Wizard of Oz, The (1939)",Adventure|Children|Drama|Musical,4.0772357723577235
133,Gone with the Wind (1939),Drama|Romance|War,3.871345029239766
134,Citizen Kane (1941),Drama,4.292929292929293
135,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,3.969111969111969
136,Mr. Smith Goes to Washington (1939),Drama,4.123809523809523
137,Big Night (1996),Drama,3.9005847953216373
138,D3: The Mighty Ducks (1996),Children|Comedy,2.5789473684210527
139,"Love Bug, The (1969)",Children|Comedy,2.78
140,Homeward Bound: The Incredible Journey (1993),Adventure|Children,3.2131147540983607
141,"20,000 Leagues Under the Sea (1954)",Adventure|Children|Fantasy|Sci-Fi,3.5
142,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,3.0701754385964914
143,"Sound of Music, The (1965)",Musical,3.765765765765766
144,Die Hard (1988),Action|Thriller,3.8724279835390947
145,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,2.4461538461538463
146,Unhook the Stars (1996),Drama,2.5
147,"Long Kiss Goodnight, The (1996)",Action|Thriller,3.4702702702702704
148,"Ghost and the Darkness, The (1996)",Action|Adventure,3.203125
149,Jude (1996),Drama,3.0
150,Swingers (1996),Comedy|Drama,3.828025477707006
151,Willy Wonka and the Chocolate Factory (1971),Adventure|Children|Comedy,3.6319018404907975
152,Sleeper (1973),Comedy|Sci-Fi,3.6341463414634148
153,"Fish Called Wanda, A (1988)",Comedy,3.785425101214575
154,Monty Python's Life of Brian (1979),Comedy,3.7471264367816093
155,Dirty Dancing (1987),Musical|Romance,3.1020408163265305
156,Reservoir Dogs (1992),Crime|Thriller,3.9864864864864864
157,Platoon (1986),Drama|War,3.6929133858267718
158,Weekend at Bernie's (1989),Comedy,2.6166666666666667
159,Basic Instinct (1992),Mystery|Thriller,3.227722772277228
160,Glengarry Glen Ross (1992),Drama,3.463768115942029
161,Top Gun (1986),Action|Romance,3.481818181818182
162,On Golden Pond (1981),Drama,3.556603773584906
163,"Return of the Pink Panther, The (1974)",Comedy,3.5543478260869565
164,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.589403973509934
165,Jean de Florette (1986),Drama,4.109375
166,Manon of the Spring (Manon des sources) (1986),Drama,4.120689655172414
167,Private Benjamin (1980),Comedy,2.955223880597015
168,Monty Python and the Holy Grail (1974),Comedy,4.0664556962025316
169,"Wrong Trousers, The (1993)",Animation|Comedy,4.466101694915254
170,Cinema Paradiso (1988),Comedy|Drama|Romance,4.1735537190082646
171,Delicatessen (1991),Comedy|Sci-Fi,3.876923076923077
172,"Empire Strikes Back, The (1980)",Action|Adventure|Drama|Romance|Sci-Fi|War,4.204359673024523
173,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,4.172839506172839
174,Raiders of the Lost Ark (1981),Action|Adventure,4.252380952380952
175,Brazil (1985),Sci-Fi,3.8173076923076925
176,Aliens (1986),Action|Sci-Fi|Thriller|War,3.9471830985915495
177,"Good, The Bad and The Ugly, The (1966)",Action|Western,3.8613138686131387
178,12 Angry Men (1957),Drama,4.344
179,"Clockwork Orange, A (1971)",Sci-Fi,3.909502262443439
180,Apocalypse Now (1979),Drama|War,4.04524886877828
181,Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,4.007889546351085
182,GoodFellas (1990),Crime|Drama,3.9513274336283186
183,Alien (1979),Action|Horror|Sci-Fi|Thriller,4.034364261168385
184,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,3.4310344827586206
185,Psycho (1960),Horror|Romance|Thriller,4.100418410041841
186,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.8366533864541834
187,"Godfather: Part II, The (1974)",Action|Crime|Drama,4.186602870813397
188,Full Metal Jacket (1987),Action|Drama|War,3.6823529411764704
189,"Grand Day Out, A (1992)",Animation|Comedy,4.106060606060606
190,Henry V (1989),Drama|War,4.137096774193548
191,Amadeus (1984),Drama|Mystery,4.163043478260869
192,Raging Bull (1980),Drama,4.120689655172414
193,"Right Stuff, The (1983)",Drama,3.917197452229299
194,"Sting, The (1973)",Comedy|Crime,4.058091286307054
195,"Terminator, The (1984)",Action|Sci-Fi|Thriller,3.9335548172757475
196,Dead Poets Society (1989),Drama,3.9163346613545817
197,"Graduate, The (1967)",Drama|Romance,4.104602510460251
198,Nikita (La Femme Nikita) (1990),Thriller,4.0078740157480315
199,"Bridge on the River Kwai, The (1957)",Drama|War,4.175757575757576
200,"Shining, The (1980)",Horror,3.825242718446602
201,Evil Dead II (1987),Action|Adventure|Comedy|Horror,3.5168539325842696
202,Groundhog Day (1993),Comedy|Romance,3.7642857142857142
203,Unforgiven (1992),Western,3.868131868131868
204,Back to the Future (1985),Comedy|Sci-Fi,3.834285714285714
205,Patton (1970),Drama|War,3.9926470588235294
206,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,3.38
207,Cyrano de Bergerac (1990),Action|Drama|Romance,3.8181818181818183
208,Young Frankenstein (1974),Comedy|Horror,3.945
209,This Is Spinal Tap (1984),Comedy|Drama|Musical,3.905759162303665
210,Indiana Jones and the Last Crusade (1989),Action|Adventure,3.930513595166163
211,M*A*S*H (1970),Comedy|War,3.912621359223301
212,"Unbearable Lightness of Being, The (1988)",Drama,3.4565217391304346
213,"Room with a View, A (1986)",Drama|Romance,3.985074626865672
214,Pink Floyd - The Wall (1982),Drama|Musical|War,3.3508771929824563
215,Field of Dreams (1989),Drama,3.69811320754717
216,When Harry Met Sally... (1989),Comedy|Romance,3.910344827586207
217,Bram Stoker's Dracula (1992),Horror|Romance,3.158333333333333
218,Cape Fear (1991),Thriller,3.456140350877193
219,"Nightmare on Elm Street, A (1984)",Horror,3.171171171171171
220,"Mirror Has Two Faces, The (1996)",Comedy|Romance,3.3636363636363638
221,Breaking the Waves (1996),Drama,3.72972972972973
222,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,3.66027397260274
223,Sling Blade (1996),Drama|Thriller,4.198529411764706
224,Ridicule (1996),Drama,3.7045454545454546
225,101 Dalmatians (1996),Children|Comedy,2.908256880733945
226,Die Hard 2 (1990),Action|Thriller,3.355421686746988
227,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,3.279503105590062
228,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,3.8155737704918034
229,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,3.111111111111111
230,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,3.4472361809045227
231,Batman Returns (1992),Action|Adventure|Comedy|Crime,2.683098591549296
232,Young Guns (1988),Action|Comedy|Western,3.207920792079208
233,Under Siege (1992),Action,3.2903225806451615
234,Jaws (1975),Action|Horror,3.775
235,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,2.847926267281106
236,Citizen Ruth (1996),Comedy|Drama,3.6222222222222222
237,Jerry Maguire (1996),Drama|Romance,3.7109375
238,Raising Arizona (1987),Comedy,3.875
239,Sneakers (1992),Crime|Drama|Sci-Fi,3.513333333333333
240,Beavis and Butt-head Do America (1996),Animation|Comedy,2.7884615384615383
241,"Last of the Mohicans, The (1992)",Action|Romance|War,3.546875
242,Kolya (1996),Comedy,3.9914529914529915
243,Jungle2Jungle (1997),Children|Comedy,2.4393939393939394
244,Smilla's Sense of Snow (1997),Action|Drama|Thriller,3.1666666666666665
245,"Devil's Own, The (1997)",Action|Drama|Thriller|War,3.1083333333333334
246,Chasing Amy (1997),Drama|Romance,3.935483870967742
247,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,1.8
248,Grosse Pointe Blank (1997),Comedy|Crime,3.675
249,Austin Powers: International Man of Mystery (1997),Comedy,3.246153846153846
250,"Fifth Element, The (1997)",Action|Sci-Fi,3.4771573604060912
251,Shall We Dance? (1996),Comedy,4.260869565217392
252,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,2.9430379746835444
253,"Pillow Book, The (1995)",Drama|Romance,3.6923076923076925
254,Batman & Robin (1997),Action|Adventure|Crime,2.4516129032258065
255,My Best Friend's Wedding (1997),Comedy|Romance,3.36046511627907
256,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,3.5625
257,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,3.745874587458746
258,Contact (1997),Drama|Sci-Fi,3.8035363457760316
259,George of the Jungle (1997),Children|Comedy,2.685185185185185
260,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,2.574803149606299
261,Air Bud (1997),Children|Comedy,2.558139534883721
262,In the Company of Men (1997),Drama,3.712121212121212
263,Steel (1997),Action,2.1578947368421053
264,Mimic (1997),Sci-Fi|Thriller,2.742574257425743
265,"Hunt for Red October, The (1990)",Action|Thriller,3.8634361233480177
266,Kull the Conqueror (1997),Action|Adventure,2.7142857142857144
267,unknown,unknown,3.4444444444444446
268,Chasing Amy (1997),Drama|Romance,3.792156862745098
269,"Full Monty, The (1997)",Comedy,3.926984126984127
270,Gattaca (1997),Drama|Sci-Fi|Thriller,3.5955882352941178
271,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,3.2322274881516586
272,Good Will Hunting (1997),Drama,4.262626262626263
273,Heat (1995),Action|Crime|Thriller,3.569506726457399
274,Sabrina (1995),Comedy|Romance,3.5
275,Sense and Sensibility (1995),Drama|Romance,4.0111940298507465
276,Leaving Las Vegas (1995),Drama|Romance,3.697986577181208
277,Restoration (1995),Drama,3.464788732394366
278,Bed of Roses (1996),Drama|Romance,3.2333333333333334
279,Once Upon a Time... When We Were Colored (1995),Drama,3.2857142857142856
280,Up Close and Personal (1996),Drama|Romance,3.1882352941176473
281,"River Wild, The (1994)",Action|Thriller,3.143835616438356
282,"Time to Kill, A (1996)",Drama,3.685344827586207
283,Emma (1996),Drama|Romance,3.7175141242937855
284,Tin Cup (1996),Comedy|Romance,3.160621761658031
285,Secrets & Lies (1996),Drama,4.265432098765432
286,"English Patient, The (1996)",Drama|Romance|War,3.656964656964657
287,Marvin's Room (1996),Drama,3.58974358974359
288,Scream (1996),Horror|Thriller,3.4414225941422596
289,Evita (1996),Drama|Musical,2.9806949806949805
290,Fierce Creatures (1997),Comedy,3.1145833333333335
291,Absolute Power (1997),Mystery|Thriller,3.37007874015748
292,Rosewood (1997),Drama,3.6666666666666665
293,Donnie Brasco (1997),Crime|Drama,3.802721088435374
294,Liar Liar (1997),Comedy,3.156701030927835
295,Breakdown (1997),Action|Thriller,3.4025974025974026
296,"Promesse, La (1996)",Drama,3.3333333333333335
297,Ulee's Gold (1997),Drama,3.96
298,Face/Off (1997),Action|Sci-Fi|Thriller,3.768041237113402
299,Hoodlum (1997),Crime|Drama|Film-Noir,2.9315068493150687
300,Air Force One (1997),Action|Thriller,3.6310904872389793
301,In & Out (1997),Comedy,3.3043478260869565
302,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,4.161616161616162
303,Ulee's Gold (1997),Drama,3.6865671641791047
304,Fly Away Home (1996),Adventure|Children,3.5369127516778525
305,"Ice Storm, The (1997)",Drama,3.6436781609195403
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,3.9479166666666665
307,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,3.515957446808511
308,FairyTale: A True Story (1997),Children|Drama|Fantasy,2.966666666666667
309,Deceiver (1997),Crime,2.857142857142857
310,"Rainmaker, The (1997)",Drama,3.6
311,"Wings of the Dove, The (1997)",Drama|Romance|Thriller,3.68
312,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,3.1625
313,Titanic (1997),Action|Drama|Romance,4.2457142857142856
314,3 Ninjas: High Noon At Mega Mountain (1998),Action|Children,1.0
315,Apt Pupil (1998),Drama|Thriller,4.1
316,As Good As It Gets (1997),Comedy|Drama,4.196428571428571
317,In the Name of the Father (1993),Drama,3.911764705882353
318,Schindler's List (1993),Drama|War,4.466442953020135
319,Everyone Says I Love You (1996),Comedy|Musical|Romance,3.2738095238095237
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,4.05
321,Mother (1996),Comedy,3.1301775147928996
322,Murder at 1600 (1997),Mystery|Thriller,3.0871559633027523
323,Dante's Peak (1997),Action|Thriller,2.933333333333333
324,Lost Highway (1997),Mystery,3.136
325,Crash (1996),Drama|Thriller,2.546875
326,G.I. Jane (1997),Action|Drama|War,3.36
327,Cop Land (1997),Crime|Drama|Mystery,3.3771428571428572
328,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,3.4237288135593222
329,Desperate Measures (1998),Crime|Drama|Thriller,3.3333333333333335
330,187 (1997),Drama,3.024390243902439
331,"Edge, The (1997)",Adventure|Thriller,3.5398230088495577
332,Kiss the Girls (1997),Crime|Drama|Thriller,3.4615384615384617
333,"Game, The (1997)",Mystery|Thriller,3.593625498007968
334,U Turn (1997),Action|Crime|Mystery,3.359375
335,How to Be a Player (1997),Comedy,2.761904761904762
336,Playing God (1997),Crime|Thriller,2.627906976744186
337,"House of Yes, The (1997)",Comedy|Drama|Thriller,3.0
338,Bean (1997),Comedy,2.659340659340659
339,Mad City (1997),Action|Drama,3.25531914893617
340,Boogie Nights (1997),Drama,3.5873015873015874
341,Critical Care (1997),Comedy,3.090909090909091
342,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,2.923076923076923
343,Alien: Resurrection (1997),Action|Horror|Sci-Fi,3.096774193548387
344,"Apostle, The (1997)",Drama,3.6545454545454548
345,Deconstructing Harry (1997),Comedy|Drama,3.4
346,Jackie Brown (1997),Crime|Drama,3.642857142857143
347,Wag the Dog (1997),Comedy|Drama,3.510948905109489
348,Desperate Measures (1998),Crime|Drama|Thriller,3.2962962962962963
349,Hard Rain (1998),Action|Thriller,2.903225806451613
350,Fallen (1998),Action|Mystery|Thriller,3.1463414634146343
351,"Prophecy II, The (1998)",Horror,2.7
352,Spice World (1997),Comedy|Musical,2.1153846153846154
353,Deep Rising (1998),Action|Horror|Sci-Fi,2.4285714285714284
354,"Wedding Singer, The (1998)",Comedy|Romance,3.486111111111111
355,Sphere (1998),Adventure|Sci-Fi|Thriller,2.926829268292683
356,"Client, The (1994)",Drama|Mystery|Thriller,3.381443298969072
357,One Flew Over the Cuckoo's Nest (1975),Drama,4.291666666666667
358,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,2.6153846153846154
359,"Assignment, The (1997)",Thriller,3.5
360,Wonderland (1997),Documentary,3.2
361,Incognito (1997),Crime|Thriller,3.5
362,Blues Brothers 2000 (1998),Action|Comedy|Musical,2.8214285714285716
363,Sudden Death (1995),Action,2.723404255319149
364,Ace Ventura: When Nature Calls (1995),Comedy,2.675675675675676
365,Powder (1995),Drama,3.2083333333333335
366,Dangerous Minds (1995),Drama,3.3404255319148937
367,Clueless (1995),Comedy,3.458823529411765
368,Bio-Dome (1996),Comedy,1.903225806451613
369,Black Sheep (1996),Comedy,2.6363636363636362
370,Mary Reilly (1996),Drama|Thriller,2.8205128205128207
371,"Bridges of Madison County, The (1995)",Drama|Romance,3.1641791044776117
372,Jeffrey (1995),Comedy,3.5294117647058822
373,Judge Dredd (1995),Action|Adventure|Sci-Fi,2.8974358974358974
374,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2.272727272727273
375,Showgirls (1995),Drama,1.9565217391304348
376,Houseguest (1994),Comedy,2.8333333333333335
377,Heavyweights (1994),Children|Comedy,2.1538461538461537
378,Miracle on 34th Street (1994),Drama,3.722772277227723
379,Tales From the Crypt Presents: Demon Knight (1995),Horror,2.9767441860465116
380,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,3.336206896551724
381,Muriel's Wedding (1994),Comedy|Romance,3.55
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.5945945945945947
383,"Flintstones, The (1994)",Children|Comedy,2.064516129032258
384,Naked Gun 33 1/3: The Final Insult (1994),Comedy,2.782608695652174
385,True Lies (1994),Action|Adventure|Comedy|Romance,3.5625
386,Addams Family Values (1993),Comedy,2.8160919540229883
387,"Age of Innocence, The (1993)",Drama,3.3846153846153846
388,Beverly Hills Cop III (1994),Action|Comedy,2.392857142857143
389,Black Beauty (1994),Adventure|Children,3.4444444444444446
390,Fear of a Black Hat (1993),Comedy,3.2
391,Last Action Hero (1993),Action|Comedy,2.7457627118644066
392,"Man Without a Face, The (1993)",Drama,3.5441176470588234
393,Mrs. Doubtfire (1993),Comedy,3.4114583333333335
394,Radioland Murders (1994),Comedy|Mystery|Romance,3.3333333333333335
395,Robin Hood: Men in Tights (1993),Comedy,2.5892857142857144
396,Serial Mom (1994),Comedy|Crime|Horror,2.814814814814815
397,Striking Distance (1993),Action,2.5833333333333335
398,Super Mario Bros. (1993),Action|Adventure|Children|Sci-Fi,2.076923076923077
399,"Three Musketeers, The (1993)",Action|Adventure|Comedy,3.303370786516854
400,"Little Rascals, The (1994)",Children|Comedy,2.7222222222222223
401,"Brady Bunch Movie, The (1995)",Comedy,2.8026315789473686
402,Ghost (1990),Comedy|Romance|Thriller,3.4647058823529413
403,Batman (1989),Action|Adventure|Crime|Drama,3.427860696517413
404,Pinocchio (1940),Animation|Children,3.6732673267326734
405,Mission: Impossible (1996),Action|Adventure|Mystery,3.313953488372093
406,Thinner (1996),Horror|Thriller,2.4489795918367347
407,Spy Hard (1996),Comedy,2.511627906976744
408,"Close Shave, A (1995)",Animation|Comedy|Thriller,4.491071428571429
409,Jack (1996),Comedy|Drama,3.142857142857143
410,Kingpin (1996),Comedy,3.1296296296296298
411,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,2.914110429447853
412,"Very Brady Sequel, A (1996)",Comedy,2.3978494623655915
413,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,2.6363636363636362
414,My Favorite Year (1982),Comedy,3.532258064516129
415,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,2.84
416,Old Yeller (1957),Children|Drama,3.484375
417,"Parent Trap, The (1961)",Children|Drama,3.095890410958904
418,Cinderella (1950),Animation|Children|Musical,3.5813953488372094
419,Mary Poppins (1964),Children|Comedy|Musical,3.7247191011235956
420,Alice in Wonderland (1951),Animation|Children|Musical,3.6666666666666665
421,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,3.5943396226415096
422,Aladdin and the King of Thieves (1996),Animation|Children|Comedy,2.8461538461538463
423,E.T. the Extra-Terrestrial (1982),Children|Drama|Fantasy|Sci-Fi,3.8333333333333335
424,Children of the Corn: The Gathering (1996),Horror,1.3157894736842106
425,Bob Roberts (1992),Comedy,3.7411764705882353
426,"Transformers: The Movie, The (1986)",Action|Animation|Children|Sci-Fi|Thriller|War,2.84375
427,To Kill a Mockingbird (1962),Drama,4.292237442922374
428,Harold and Maude (1971),Comedy,3.8181818181818183
429,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,3.9381443298969074
430,Duck Soup (1933),Comedy|War,4.0
431,Highlander (1986),Action|Adventure,3.5359477124183005
432,Fantasia (1940),Animation|Children|Musical,3.7701149425287355
433,Heathers (1989),Comedy,3.690058479532164
434,Forbidden Planet (1956),Sci-Fi,3.8358208955223883
435,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,3.949074074074074
436,"American Werewolf in London, An (1981)",Horror,3.5353535353535355
437,Amityville 1992: It's About Time (1992),Horror,1.0
438,Amityville 3-D (1983),Horror,1.1666666666666667
